30, 30  
34.242641, 34.242641
35.641158, 40.077377
33.782842, 45.782345
29.216092, 49.673976
23.288581, 50.603828
17.749554, 48.297495
14.233607, 43.435590
13.778317, 37.452889
16.518043, 32.114921
21.644276, 28.996951
27.644235, 29.019110
32.747298, 32.174858
35.447522, 37.532916
34.948055, 43.512091
31.396294, 48.347894
25.840382, 50.613252
19.919902, 49.639644
15.382020, 45.714388
13.565892, 39.995850
15.007468, 34.171603
19.281330, 29.960415
25.126237, 28.605032
30.817323, 30.505435
34.675117, 35.100805
35.561162, 41.035021
33.213980, 46.556863
28.326238, 50.036803
22.340338, 50.447891
17.022752, 47.668813
13.942730, 42.519690
14.009205, 36.520058
17.202559, 31.440443
22.580415, 28.779869
28.555738, 29.323485
33.365175, 32.910868
35.589434, 38.483360
34.572123, 44.396488
30.613457, 48.905253
24.881660, 50.679093
19.068220, 49.194538
14.888714, 44.889688
13.576539, 39.034929
15.518926, 33.358035
20.142665, 29.534288
26.083264, 28.692099
31.587619, 31.080002
35.031362, 35.993314
35.398226, 41.982087
32.579947, 47.279002
27.408215, 50.320907
21.409238, 50.210120
16.353348, 46.979334
13.732568, 41.581973
14.320304, 35.610828
17.943112, 30.828020
23.531881, 28.644981
29.437334, 29.705939
33.916736, 33.697800
35.648192, 39.442542
34.120738, 45.244859
29.785135, 49.392454
23.920845, 50.661349
18.258452, 48.677084
14.468961, 44.025229
13.670673, 38.078571
16.099167, 32.592004
21.037781, 29.184645
27.029101, 28.862025
32.305055, 31.719352
35.308678, 36.913410
35.153584, 42.911406
31.885543, 47.943294
26.468971, 50.524138
20.502330, 49.892314
15.746411, 46.234278
13.604711, 40.629537
14.709259, 34.732082
18.734097, 30.282286
24.491471, 28.593309
30.282348, 30.163578
34.397806, 34.529697
35.623352, 40.403200
33.597318, 46.050783
28.917599, 49.805811
22.965208, 50.560154
17.496728, 48.091201
14.125939, 43.127555
13.847581, 37.134015
16.743798, 31.879310
21.959901, 28.914133
27.956587, 29.113525
32.964200, 32.418644
35.504965, 37.854130
34.829088, 43.815941
31.136023, 48.544712
25.515616, 50.644956
19.626481, 49.496878
15.206534, 45.439284
13.560128, 39.669592
15.173127, 33.890471
19.569525, 29.807373
25.451920, 28.625244
31.084383, 30.692937
34.804744, 35.400263
35.515101, 41.358064
33.005825, 46.808158
28.017417, 50.142193
22.021984, 50.376274
16.788815, 47.441324
13.862245, 42.203462
14.105924, 36.208412
17.447940, 31.225348
22.902044, 28.724800
28.858701, 29.444693
33.560065, 33.172585
35.618738, 38.808351
34.427194, 44.688846
30.337064, 49.078702
24.555368, 50.682447
18.788319, 49.026807
14.737805, 44.600371
13.599157, 38.709405
15.708395, 33.092367
20.443072, 29.406877
26.405957, 28.740545
31.837369, 31.290008
35.134468, 36.302906
35.324259, 42.299903
32.350736, 47.511252
27.091401, 50.399054
21.098315, 50.111101
16.140071, 46.732371
13.679876, 41.259946
14.443747, 35.308769
18.206261, 30.635068
23.857080, 28.618078
29.728614, 29.853024
34.088139, 33.975467
35.649136, 39.768850
33.950945, 45.523513
29.494711, 49.541222
23.595496, 50.636328
17.994190, 48.485658
14.343772, 43.723889
13.721501, 37.756245
16.311012, 32.343811
21.348126, 29.083829
27.346362, 28.938338
32.535605, 31.950272
35.384482, 37.230793
35.052271, 43.221589
31.637011, 48.154742
26.146563, 50.574450
20.201191, 49.766643
15.555408, 45.969710
13.580211, 40.304148
14.858491, 34.441896
19.013022, 30.112938
24.817777, 28.594775
30.559740, 30.335425
34.544425, 34.821212
35.595928, 40.728356
33.403945, 46.313623
28.615343, 49.928770
22.643265, 50.506947
17.250106, 47.877529
14.027418, 42.816474
13.926235, 36.817327
16.976415, 31.650471
22.277834, 28.840675
28.266013, 29.217126
33.173806, 32.668730
35.552894, 38.176900
34.701196, 44.116144
30.870053, 48.733756
25.190056, 50.667052
19.337405, 49.345507
15.039252, 45.159115
13.564005, 39.343305
15.347018, 33.614355
19.862115, 29.662912
25.776863, 28.655069
31.345788, 30.888245
34.925467, 35.703419
35.459517, 41.679604
32.790337, 47.053195
27.705616, 50.238413
21.705886, 50.295284
16.561700, 47.207023
13.791138, 41.884995
14.211808, 35.899760
17.699568, 31.017595
23.225160, 28.679256
29.157951, 29.574799
33.747139, 33.439944
35.638429, 39.134066
34.273691, 44.976796
30.055667, 49.243911
24.229119, 50.676161
