0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.3  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.300264  0.3
0.3  2.48477
0.3  0.594668
0.3  0.3
2.52631  0.316434
2.45111  2.48147
0.3  2.48477
0.3  0.594668
0.3  0.3
2.52631  0.316434
2.45111  2.48147
0.3  2.51749
0.3  0.627341
0.3  0.330521
2.52602  0.349531
2.45046  2.51455
0.3  2.51749
0.3  0.627341
0.3  0.330521
2.52602  0.349531
2.45046  2.51455
0.3  2.47098
0.3  0.685507
0.3  0.372027
2.50231  0.390891
2.37541  2.48022
0.3  2.47098
0.3  0.685507
0.3  0.372027
2.50231  0.390891
2.37541  2.48022
0.3  2.51154
0.3  0.726069
0.3  0.412588
2.50203  0.431444
2.37513  2.52077
0.3  2.51154
0.3  0.726069
0.3  0.412588
2.50203  0.431444
2.37513  2.52077
0.3  2.4763
0.3  0.761802
0.3  0.45371
2.49038  0.472504
2.2976  2.48359
0.3  2.4763
0.3  0.761802
0.3  0.45371
2.49038  0.472504
2.2976  2.48359
0.3  2.51751
0.3  0.803015
0.3  0.494923
2.49009  0.51369
2.29733  2.52478
0.3  2.51751
0.3  0.803015
0.3  0.494923
2.49009  0.51369
2.29733  2.52478
0.3  2.49951
0.3  0.826405
0.3  0.535537
2.50548  0.554417
2.21287  2.47997
0.3  2.49951
0.3  0.826405
0.3  0.535537
2.50548  0.554417
2.21287  2.47997
0.3  2.54092
0.3  0.867808
0.3  0.57694
2.50518  0.595916
2.2125  2.52145
0.3  2.54092
0.3  0.867808
0.3  0.57694
2.50518  0.595916
2.2125  2.52145
0.3  2.48097
0.3  0.921722
0.3  0.617554
2.50429  0.636499
2.14016  2.48891
0.3  2.48097
0.3  0.921722
0.3  0.617554
2.50429  0.636499
2.14016  2.48891
0.3  2.5223
0.3  0.963053
0.3  0.658885
2.50399  0.677802
2.13988  2.53022
0.3  2.5223
0.3  0.963053
0.3  0.658885
2.50399  0.677802
2.13988  2.53022
0.3  2.49214
0.3  1.00398
0.3  0.699607
2.48531  0.718195
2.05699  2.48682
0.3  2.49214
0.3  1.00398
0.3  0.699607
2.48531  0.718195
2.05699  2.48682
0.3  2.5334
0.3  1.04527
0.3  0.740891
2.48502  0.759304
2.05682  2.52796
0.3  2.5334
0.3  1.04527
0.3  0.740891
2.48502  0.759304
2.05682  2.52796
0.3  2.47148
0.3  1.07748
0.3  0.781603
2.50014  0.800149
1.96886  2.47971
0.3  2.47148
0.3  1.07748
0.3  0.781603
2.50014  0.800149
1.96886  2.47971
0.3  2.51257
0.3  1.11857
0.3  0.822692
2.49985  0.841276
1.96855  2.52083
0.3  2.51257
0.3  1.11857
0.3  0.822692
2.49985  0.841276
1.96855  2.52083
0.3  2.48394
0.3  1.15492
0.3  0.863683
1.62971  0.875707
0.793754  1.37031
0.3  2.48394
0.3  1.15492
0.3  0.863683
1.62971  0.875707
0.793754  1.37031
0.3  2.52477
0.3  1.19575
0.3  0.904518
1.62942  0.916529
0.793471  1.41114
0.3  2.52477
0.3  1.19575
0.3  0.904518
1.62942  0.916529
0.793471  1.41114
0.3  2.49108
0.3  1.2421
0.3  0.945566
1.57284  0.95717
0.728293  1.38637
0.3  2.49108
0.3  1.2421
0.3  0.945566
1.57284  0.95717
0.728293  1.38637
0.3  2.53214
0.3  1.28319
0.3  0.986659
1.57257  0.998124
0.728055  1.4274
0.3  2.53214
0.3  1.28319
0.3  0.986659
1.57257  0.998124
0.728055  1.4274
0.3  2.4851
0.3  1.31243
0.3  1.02776
1.59763  1.03926
0.69011  1.43015
0.3  2.4851
0.3  1.31243
0.3  1.02776
1.59763  1.03926
0.69011  1.43015
0.3  2.52608
0.3  1.35342
0.3  1.06874
1.59735  1.0802
0.689844  1.47112
0.3  2.52608
0.3  1.35342
0.3  1.06874
1.59735  1.0802
0.689844  1.47112
0.3  2.51036
0.3  1.40251
0.3  1.10967
2.49718  1.12794
0.679177  1.50157
0.3  2.51036
0.3  1.40251
0.3  1.10967
2.49718  1.12794
0.679177  1.50157
0.3  2.55133
0.3  1.44348
0.3  1.15063
2.4969  1.16897
0.678885  1.54255
0.3  2.55133
0.3  1.44348
0.3  1.15063
2.4969  1.16897
0.678885  1.54255
0.3  2.47431
0.3  1.47438
0.3  1.19165
2.11578  1.20715
1.56236  2.48005
0.3  2.47431
0.3  1.47438
0.3  1.19165
2.11578  1.20715
1.56236  2.48005
0.3  2.51531
0.3  1.51537
0.3  1.23264
2.1155  1.24819
1.56205  2.52108
0.3  2.51531
0.3  1.51537
0.3  1.23264
2.1155  1.24819
1.56205  2.52108
0.3  2.48635
0.3  1.56429
0.3  1.27362
2.06867  1.28889
1.48427  2.48353
0.3  2.48635
0.3  1.56429
0.3  1.27362
2.06867  1.28889
1.48427  2.48353
0.3  2.52735
0.3  1.60528
0.3  1.31461
2.06838  1.32992
1.48395  2.52456
0.3  2.52735
0.3  1.60528
0.3  1.31461
2.06838  1.32992
1.48395  2.52456
0.3  2.48708
0.3  1.63814
0.3  1.35566
0.742795  1.36081
1.39079  2.4713
