30, 30  
36.363961, 36.363961
31.296426, 43.801709
23.045097, 40.207885
25.039482, 31.431643
34.033606, 31.756816
35.389019, 40.654167
26.899710, 43.642750
22.382513, 35.858475
29.189423, 29.970694
36.241807, 35.562106
32.061507, 43.532369
23.452200, 40.909426
24.426024, 31.962266
33.398025, 31.252902
35.765760, 39.935864
27.675606, 43.879137
22.294749, 36.664819
28.380841, 30.034624
36.028420, 34.779572
32.790616, 43.176990
23.937139, 41.559601
23.877528, 32.559799
32.708803, 30.825274
36.057561, 39.179065
28.473507, 44.024901
22.300121, 37.475908
27.584941, 30.190945
35.726620, 34.026704
33.474112, 42.740269
24.493502, 42.149816
23.401244, 33.216341
31.975051, 30.479584
36.260563, 38.393773
29.282865, 44.078114
22.398559, 38.281018
26.812244, 30.437589
35.340398, 33.313455
34.102963, 42.227980
25.113936, 42.672267
23.003470, 33.923213
31.206469, 30.220403
36.372084, 37.590370
30.092983, 44.038074
22.588760, 39.069508
26.072966, 30.771297
34.874857, 32.649252
34.668854, 41.646894
25.790238, 43.120048
22.689463, 34.671072
30.413217, 30.051156
36.390650, 36.779476
30.893149, 43.905309
22.868211, 39.830954
25.376879, 31.187658
34.336154, 32.042876
35.164304, 41.004693
26.513469, 43.487241
22.463375, 35.450031
29.605781, 29.974081
36.316015, 35.971812
31.672787, 43.681574
23.233217, 40.555291
24.733185, 31.681166
33.731408, 31.502343
35.582765, 40.309867
27.274067, 43.768990
22.328193, 36.249793
28.794835, 29.990197
36.149165, 35.178052
32.421591, 43.369828
23.678953, 41.232943
24.150392, 32.245299
33.068615, 31.034799
35.918705, 39.571601
28.061979, 43.961573
22.285706, 37.059785
27.991099, 30.099291
35.892306, 34.408691
33.129662, 42.974191
24.199528, 41.854952
23.636206, 32.872599
32.356535, 30.646423
36.167683, 38.799653
28.866789, 44.062442
22.336474, 37.869301
27.205198, 30.299920
35.548835, 33.673898
33.787640, 42.499893
24.788059, 42.413096
23.197422, 33.554773
31.604582, 30.342351
36.326407, 38.004229
29.677857, 44.070264
22.479827, 38.667639
26.447520, 30.589433
35.123290, 32.983387
34.386827, 41.953205
25.436766, 42.899996
22.839842, 34.282805
30.822697, 30.126601
36.392779, 37.195843
30.484462, 43.984937
22.713869, 39.444245
25.728082, 30.964002
34.621298, 32.346287
34.919301, 41.341352
26.137074, 43.309216
22.568193, 35.047069
30.021214, 30.002025
36.365922, 36.385181
31.275942, 43.807587
23.035507, 40.188854
25.056394, 31.418676
34.049495, 31.771018
35.378025, 40.672423
26.879726, 43.635347
22.386064, 35.837463
29.210730, 29.970271
36.246191, 35.582961
32.041834, 43.540560
23.440489, 40.891622
24.441336, 31.947445
33.415439, 31.265186
35.756934, 39.955261
27.654904, 43.874077
22.295865, 36.643538
28.401958, 30.031758
36.035169, 34.799786
32.772012, 43.187385
23.923461, 41.543259
23.891037, 32.543317
32.727512, 30.835478
36.051019, 39.199346
28.452361, 44.022250
22.298787, 37.454639
27.605589, 30.185674
35.735645, 34.046010
33.456825, 42.752731
24.478039, 42.135151
23.412773, 33.198418
31.994808, 30.487573
36.256393, 38.414672
29.261556, 44.077908
22.394792, 38.260043
26.832151, 30.429983
35.351578, 33.331597
34.087220, 42.242343
25.096892, 42.659474
23.012865, 33.904085
31.227012, 30.226071
36.370340, 37.611609
30.071790, 44.040315
22.582611, 39.049104
26.091869, 30.761456
34.888046, 32.665991
34.654864, 41.662970
25.771838, 43.109296
22.696601, 34.650992
30.434275, 30.054429
36.391356, 36.800775
30.872354, 43.909968
22.859760, 39.811391
25.394527, 31.175712
34.351177, 32.057991
35.152252, 41.022269
26.493956, 43.478672
22.468160, 35.429265
29.627076, 29.974915
36.319160, 35.992889
31.652665, 43.688590
23.222576, 40.536827
24.749345, 31.667273
33.748067, 31.515633
35.572810, 40.328710
27.253700, 43.762718
22.330563, 36.228614
28.816085, 29.988582
36.154709, 35.198629
32.402407, 43.379107
23.666264, 41.215822
24.164851, 32.229643
33.086689, 31.046089
35.910978, 39.591461
28.041027, 43.957680
22.285629, 37.038475
28.012023, 30.095247
35.900176, 34.428495
33.111670, 42.985611
24.184957, 41.839401
23.648771, 32.855387
32.375786, 30.655564
36.162287, 38.820269
28.845528, 44.060980
22.333952, 37.848140
27.225519, 30.293501
35.558926, 33.692668
33.771077, 42.513303
24.771799, 42.399320
23.207929, 33.536233
