64333.5 0.0016933
64333.6 -0.00143786
64333.7 0.412369
64333.8 0.411862
64333.9 0.40399
64334 0.418032
64334.1 0.405665
64334.2 0.412536
64334.3 0.409557
64334.4 0.409552
64334.5 0.409774
64334.6 0.410132
64334.7 0.408188
64334.8 0.413302
64334.9 0.404764
64335 0.412535
64335.1 0.411218
64335.2 0.405366
64335.3 0.409582
64335.4 0.411458
64335.5 0.410912
64335.6 0.408849
64335.7 0.411752
64335.8 0.411251
64335.9 0.409552
64336 0.410394
64336.1 0.410164
64336.2 0.409685
64336.3 0.409785
64336.4 0.410006
64336.5 0.410149
64336.6 0.18614
64336.7 0.203668
64336.8 0.204748
64336.9 0.201396
64337 0.191843
64337.1 0.205498
64337.2 0.19666
64337.3 0.197624
64337.4 0.204159
64337.5 0.196932
64337.6 0.192972
64337.7 0.208891
64337.8 0.19955
64337.9 0.206815
64338 0.193567
64338.1 0.201716
64338.2 0.211006
64338.3 0.210134
64338.4 0.217027
64338.5 0.213293
64338.6 0.2176
64338.7 0.208023
64338.8 0.208229
64338.9 0.207968
64339 0.195758
64339.1 0.198241
64339.2 0.191844
64339.3 0.204219
64339.4 0.214808
64339.5 0.212498
64339.6 0.202018
64339.7 0.198099
64339.8 0.203347
64339.9 0.214497
64340 0.205029
64340.1 0.203044
64340.2 0.20784
64340.3 0.204289
64340.4 0.212966
64340.5 0.203065
64340.6 0.198903
64340.7 0.205549
64340.8 0.416292
64340.9 0.408629
64341 0.408933
64341.1 0.410664
64341.2 0.410201
64341.3 0.410004
64341.4 0.410014
64341.5 0.409684
64341.6 0.41007
64341.7 0.409969
64341.8 0.409855
64341.9 0.409817
64342 0.410149
64342.1 0.409736
64342.2 0.41014
64342.3 0.410009
64342.4 0.409704
64342.5 0.409526
64342.6 0.409826
64342.7 0.410332
64342.8 0.410042
64342.9 0.409587
64343 0.409565
64343.1 0.205987
64343.2 0.206968
64343.3 0.207498
64343.4 0.206473
64343.5 0.203374
64343.6 0.203948
64343.7 0.207714
64343.8 0.202137
64343.9 0.20527
64344 0.205856
64344.1 0.206754
64344.2 0.209536
64344.3 0.204671
64344.4 0.201902
64344.5 0.206981
64344.6 0.208651
64344.7 0.20997
64344.8 0.202507
64344.9 0.204661
64345 0.205645
64345.1 0.214138
64345.2 0.204327
64345.3 0.210553
64345.4 0.209205
64345.5 0.204366
64345.6 0.200352
64345.7 0.210116
64345.8 0.206008
64345.9 0.203807
64346 0.201684
64346.1 0.20478
64346.2 0.20502
64346.3 0.204957
64346.4 0.205054
64346.5 0.204758
64346.6 0.205237
64346.7 0.204887
64346.8 0.204867
64346.9 0.204891
64347 0.204979
64347.1 0.205234
64347.2 0.204941
64347.3 0.204821
64347.4 0.204952
64347.5 0.204899
64347.6 0.205105
64347.7 0.205101
64347.8 0.204875
64347.9 0.204807
64348 0.20485
64348.1 0.204814
64348.2 0.204943
64348.3 0.204994
64348.4 0.204863
64348.5 0.204905
64348.6 0.204945
64348.7 0.205149
64348.8 0.206455
64348.9 0.203539
64349 0.205727
64349.1 0.206264
64349.2 -0.0023452
64349.3 -0.00201958
64349.4 0.000912019
64349.5 0.00257052
